"","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq","Consensus.Lineage","id","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu4588",1732,2,0,0,0,91.7,0.3,53.2,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_camargensis","Otu4588","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_camargensis","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_camargensis"
"Otu2281",1733,2,0,0,0,91.7,0.3,53.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Pseudobaeospora; s__unidentified","Otu2281","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Pseudobaeospora; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Pseudobaeospora","s__unidentified"
"Otu2594",1734,2,0,0,0,91.7,0.3,53.3,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2594","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu1843",1735,2,0,0,0,91.7,0.3,53.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Aphroditeola; s__Aphroditeola_olida","Otu1843","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Aphroditeola; s__Aphroditeola_olida","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Aphroditeola","s__Aphroditeola_olida"
"Otu3437",1736,2,0,0,0,91.7,0.3,53.3,"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu3437","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu3579",1737,2,0,0,0,91.7,0.3,53.4,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Tubaria; s__Tubaria_minima","Otu3579","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Tubaria; s__Tubaria_minima","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Tubaria","s__Tubaria_minima"
"Otu2579",1738,2,0,0,0,91.7,0.3,53.4,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","Otu2579","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__unidentified","g__unidentified","s__unidentified"
"Otu1465",1739,2,0,0,0,91.8,0.3,53.4,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pulvinula; s__unidentified","Otu1465","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pulvinula; s__unidentified","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Pulvinula","s__unidentified"
"Otu1238",1740,2,0,0,0,91.8,0.3,53.5,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu1238","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu4035",1741,2,0,0,0,91.8,0.3,53.5,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Coniosporium; s__Coniosporium_apollinis","Otu4035","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Coniosporium; s__Coniosporium_apollinis","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium","s__Coniosporium_apollinis"
"Otu1596",1742,2,0,0,0,91.8,0.3,53.5,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu1596","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu2987",1743,2,0,0,0,91.8,0.3,53.6,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_rhodogenum","Otu2987","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_rhodogenum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__Oidiodendron_rhodogenum"
"Otu3323",1744,2,0,0,0,91.8,0.3,53.6,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu3323","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu1849",1745,2,0,0,0,91.8,0.3,53.6,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu1849","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu4937",1746,2,0,0,0,91.8,0.3,53.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_helvola","Otu4937","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_helvola","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavulinopsis","s__Clavulinopsis_helvola"
"Otu1797",1747,2,0,0,0,91.8,0.3,53.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereum; s__Stereum_ostrea","Otu1797","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereum; s__Stereum_ostrea","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__Stereum_ostrea"
"Otu1784",1748,2,0,0,0,91.8,0.3,53.7,"k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; s__unidentified","Otu1784","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; s__unidentified","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma","s__unidentified"
"Otu3236",1749,2,0,0,0,91.8,0.3,53.7,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__unidentified; s__unidentified","Otu3236","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__unidentified","s__unidentified"
"Otu2875",1750,2,0,0,0,91.8,0.3,53.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__Conocybe_tenera","Otu2875","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__Conocybe_tenera","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__Conocybe_tenera"
"Otu4231",1751,2,0,0,0,91.9,0.3,53.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita_roseolamellata","Otu4231","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita_roseolamellata","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita","s__Amanita_roseolamellata"
"Otu1931",1752,2,0,0,0,91.9,0.3,53.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Tremellodendropsidales; f__unidentified; g__unidentified; s__unidentified","Otu1931","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Tremellodendropsidales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Tremellodendropsidales","f__unidentified","g__unidentified","s__unidentified"
"Otu1218",1753,2,0,0,0,91.9,0.3,53.9,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","Otu1218","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__unidentified"
"Otu1299",1754,2,0,0,0,91.9,0.3,53.9,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; s__Chaetosphaeria_myriocarpa","Otu1299","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; s__Chaetosphaeria_myriocarpa","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Chaetosphaeria","s__Chaetosphaeria_myriocarpa"
"Otu1862",1755,2,0,0,0,91.9,0.3,53.9,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_insignis","Otu1862","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_insignis","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__Russula_insignis"
"Otu2587",1756,2,0,0,0,91.9,0.3,54,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Pisolithaceae; g__Pisolithus; s__Pisolithus_arhizus","Otu2587","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Pisolithaceae; g__Pisolithus; s__Pisolithus_arhizus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__Pisolithus_arhizus"
"Otu2014",1757,2,0,0,0,91.9,0.3,54,"k__Fungi; p__Mortierellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2014","k__Fungi; p__Mortierellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Mortierellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2101",1758,2,0,0,0,91.9,0.3,54,"k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","Otu2101","k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","k__Fungi","p__Mucoromycota","c__Endogonomycetes","o__Endogonales","f__Endogonaceae","g__Endogone","s__Endogone_lactiflua"
"Otu900",1759,2,0,0,0,91.9,0.3,54.1,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Penidiella; s__Penidiella_aggregata","Otu900","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Penidiella; s__Penidiella_aggregata","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Penidiella","s__Penidiella_aggregata"
"Otu3247",1760,2,0,0,0,91.9,0.3,54.1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__unidentified","Otu3247","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae","g__Serendipita","s__unidentified"
"Otu804",1761,2,0,0,0,91.9,0.3,54.1,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_albohyalina","Otu804","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_albohyalina","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyaloscypha","s__Hyaloscypha_albohyalina"
"Otu2689",1762,2,0,0,0,91.9,0.3,54.1,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia; s__Knufia_peltigerae","Otu2689","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia; s__Knufia_peltigerae","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__Knufia_peltigerae"
"Otu2068",1763,2,0,0,0,92,0.3,54.2,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu2068","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu4185",1764,2,0,0,0,92,0.3,54.2,"k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu4185","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu3589",1765,2,0,0,0,92,0.3,54.2,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__unidentified","Otu3589","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__unidentified","s__unidentified"
"Otu3077",1766,2,0,0,0,92,0.3,54.3,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_parazychae","Otu3077","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_parazychae","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_parazychae"
"Otu3694",1767,2,0,0,0,92,0.3,54.3,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__unidentified; g__unidentified; s__unidentified","Otu3694","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__unidentified","g__unidentified","s__unidentified"
"Otu2070",1768,2,0,0,0,92,0.3,54.3,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Leptodontidium; s__unidentified","Otu2070","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Leptodontidium; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Leptodontidium","s__unidentified"
"Otu5067",1769,2,0,0,0,92,0.3,54.4,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__unidentified","Otu5067","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__unidentified","s__unidentified"
"Otu2276",1770,2,0,0,0,92,0.3,54.4,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2276","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu3290",1771,2,0,0,0,92,0.3,54.4,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__unidentified","Otu3290","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__unidentified"
"Otu3541",1772,2,0,0,0,92,0.3,54.5,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__unidentified","Otu3541","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__unidentified","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__unidentified"
"Otu931",1773,2,0,0,0,92,0.3,54.5,"k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_autotrophica","Otu931","k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_autotrophica","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis","s__Umbelopsis_autotrophica"
"Otu2079",1774,2,0,0,0,92,0.3,54.5,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified","Otu2079","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__unidentified","g__unidentified","s__unidentified"
"Otu1866",1775,2,0,0,0,92.1,0.3,54.5,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","Otu1866","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__unidentified"
"Otu1941",1776,2,0,0,0,92.1,0.3,54.6,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu1941","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu4000",1777,2,0,0,0,92.1,0.3,54.6,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__unidentified","Otu4000","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hebeloma","s__unidentified"
"Otu1647",1778,2,0,0,0,92.1,0.3,54.6,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","Otu1647","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__unidentified"
"Otu2447",1779,2,0,0,0,92.1,0.3,54.7,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_eureka","Otu2447","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_eureka","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__Alternaria_eureka"
"Otu5105",1780,2,0,0,0,92.1,0.3,54.7,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu5105","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu2256",1781,2,0,0,0,92.1,0.3,54.7,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu2256","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu3216",1782,2,0,0,0,92.1,0.3,54.8,"k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__Ambisporaceae; g__Ambispora; s__Ambispora_gerdemannii","Otu3216","k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__Ambisporaceae; g__Ambispora; s__Ambispora_gerdemannii","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae","g__Ambispora","s__Ambispora_gerdemannii"
"Otu3188",1783,2,0,0,0,92.1,0.3,54.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Subulicystidium; s__Subulicystidium_perlongisporum","Otu3188","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Subulicystidium; s__Subulicystidium_perlongisporum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Subulicystidium","s__Subulicystidium_perlongisporum"
"Otu2605",1784,2,0,0,0,92.1,0.3,54.8,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_rutilum","Otu2605","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_rutilum","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__Acremonium_rutilum"
"Otu4109",1785,2,0,0,0,92.1,0.3,54.9,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cadophora; s__Cadophora_luteo-olivacea","Otu4109","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cadophora; s__Cadophora_luteo-olivacea","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cadophora","s__Cadophora_luteo-olivacea"
"Otu3397",1786,2,0,0,0,92.1,0.3,54.9,"k__Fungi; p__Rozellomycota; c__Rozellomycotina_cls_Incertae_sedis; o__GS04; f__unidentified; g__unidentified; s__unidentified","Otu3397","k__Fungi; p__Rozellomycota; c__Rozellomycotina_cls_Incertae_sedis; o__GS04; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS04","f__unidentified","g__unidentified","s__unidentified"
"Otu3955",1787,2,0,0,0,92.2,0.3,54.9,"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu3955","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2454",1788,2,0,0,0,92.2,0.3,54.9,"k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_wieringae","Otu2454","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_wieringae","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__Filobasidium_wieringae"
"Otu2977",1789,2,0,0,0,92.2,0.3,55,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_tubakii","Otu2977","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_tubakii","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__Acremonium_tubakii"
"Otu2222",1790,2,0,0,0,92.2,0.3,55,"k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Dominikia; s__Dominikia_iranica","Otu2222","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Dominikia; s__Dominikia_iranica","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia","s__Dominikia_iranica"
